texto,dependencia
"Por favor, casa sospechosa entran y salen motos. Por favor ayúdenme.",Secretaría de Seguridad Pública (SSP)
"Buen día, casa sospechosa entran y salen motos, gracias",Secretaría de Seguridad Pública (SSP)
"salen motos, casa sospechosa entran.",Secretaría de Seguridad Pública (SSP)
extorsion telefonica me dicen que tienen a mi hijo,Secretaría de Seguridad Pública (SSP)
"Por favor, extorsion telefonica me dicen que tienen a mi hijo, gracias",Secretaría de Seguridad Pública (SSP)
"Por favor, extorsion telefonica me dicen que tienen a mi hijo.",Secretaría de Seguridad Pública (SSP)
"extorsion telefonica me dicen que tienen a mi hijo, gracias",Secretaría de Seguridad Pública (SSP)
busco empleo de guardia de seguridad,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, busco empleo de guardia de seguridad.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, busco empleo de guardia de seguridad, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, busco empleo de guardia de seguridad. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
feria de empleo en valladolid,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, feria de empleo en valladolid. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"feria de empleo en valladolid, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, feria de empleo en valladolid.",Secretaría de Fomento Económico y Trabajo (SEFOET)
bolsa de trabajo para contadores,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, bolsa de trabajo para contadores. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, bolsa de trabajo para contadores, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, bolsa de trabajo para contadores",Secretaría de Fomento Económico y Trabajo (SEFOET)
trabajo para personas en silla de ruedas,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, trabajo para personas en silla de ruedas, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"trabajo para personas en silla de ruedas, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, trabajo para personas en silla de ruedas",Secretaría de Fomento Económico y Trabajo (SEFOET)
empleo para jubilados que quieren seguir activos,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, empleo para jubilados que quieren seguir activos. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, empleo para jubilados que quieren seguir activos",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, empleo para jubilados que quieren seguir activos.",Secretaría de Fomento Económico y Trabajo (SEFOET)
credito mujer transformadora requisitos,Secretaría de Fomento Económico y Trabajo (SEFOET)
credito mujer transformadora requisitos. Por favor ayúdenme.,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, credito mujer transformadora requisitos.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, credito mujer transformadora requisitos.",Secretaría de Fomento Económico y Trabajo (SEFOET)
prestamo para maquinaria pesada de mi empresa,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, prestamo para maquinaria pesada de mi empresa, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, prestamo para maquinaria pesada de mi empresa. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"prestamo para maquinaria pesada de mi empresa, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
triciclo de carga para vender tamales apoyo,Secretaría de Fomento Económico y Trabajo (SEFOET)
triciclo de carga para vender tamales apoyo.,Secretaría de Fomento Económico y Trabajo (SEFOET)
"triciclo de carga para vender tamales apoyo, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, triciclo de carga para vender tamales apoyo",Secretaría de Fomento Económico y Trabajo (SEFOET)
apoyo para poner una estetica,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, apoyo para poner una estetica, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, apoyo para poner una estetica. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, apoyo para poner una estetica",Secretaría de Fomento Económico y Trabajo (SEFOET)
curso de ventas por internet gratis,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, curso de ventas por internet gratis",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, curso de ventas por internet gratis.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, curso de ventas por internet gratis.",Secretaría de Fomento Económico y Trabajo (SEFOET)
capacitacion para administrar mi pyme,Secretaría de Fomento Económico y Trabajo (SEFOET)
capacitacion para administrar mi pyme. Por favor ayúdenme.,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, capacitacion para administrar mi pyme. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, capacitacion para administrar mi pyme, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
quiero un stand en yucatan expone,Secretaría de Fomento Económico y Trabajo (SEFOET)
busco un stand en yucatan expone,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, deseo un stand en yucatan expone, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
me gustaría un stand en yucatan expone,Secretaría de Fomento Económico y Trabajo (SEFOET)
como exportar miel a europa,Secretaría de Fomento Económico y Trabajo (SEFOET)
"como exportar miel a europa, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, como exportar miel a europa",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, como exportar miel a europa. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
capacitacion distintivo h para meseros,Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, capacitacion distintivo h para meseros",Secretaría de Fomento Turístico (SEFOTUR)
"Hola, capacitacion distintivo h para meseros",Secretaría de Fomento Turístico (SEFOTUR)
"Hola, capacitacion distintivo h para meseros. Por favor ayúdenme.",Secretaría de Fomento Turístico (SEFOTUR)
curso de ingles turistico para guias,Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, curso de ingles turistico para guias",Secretaría de Fomento Turístico (SEFOTUR)
curso de ingles turistico para guias.,Secretaría de Fomento Turístico (SEFOTUR)
"Por favor, curso de ingles turistico para guias",Secretaría de Fomento Turístico (SEFOTUR)
registro nacional de turismo inscripcion,Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, registro nacional de turismo inscripcion.",Secretaría de Fomento Turístico (SEFOTUR)
"Hola, registro nacional de turismo inscripcion.",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, registro nacional de turismo inscripcion. Por favor ayúdenme.",Secretaría de Fomento Turístico (SEFOTUR)
verificacion de sectur a mi hotel,Secretaría de Fomento Turístico (SEFOTUR)
"Por favor, verificacion de sectur a mi hotel, gracias",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, verificacion de sectur a mi hotel",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, verificacion de sectur a mi hotel. Por favor ayúdenme.",Secretaría de Fomento Turístico (SEFOTUR)
asesoria para abrir un cenote turistico,Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, asesoria para abrir un cenote turistico",Secretaría de Fomento Turístico (SEFOTUR)
"Por favor, asesoria para abrir un cenote turistico.",Secretaría de Fomento Turístico (SEFOTUR)
"Hola, asesoria para abrir un cenote turistico.",Secretaría de Fomento Turístico (SEFOTUR)
permisos para turismo de aventura y tirolesa,Secretaría de Fomento Turístico (SEFOTUR)
"tirolesa, permisos para turismo de aventura",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, permisos para turismo de aventura y tirolesa. Por favor ayúdenme.",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, permisos para turismo de aventura y tirolesa.",Secretaría de Fomento Turístico (SEFOTUR)
inversion hotelera en la costa yucateca,Secretaría de Fomento Turístico (SEFOTUR)
"Por favor, inversion hotelera en la costa yucateca, gracias",Secretaría de Fomento Turístico (SEFOTUR)
"inversion hotelera en la costa yucateca, gracias",Secretaría de Fomento Turístico (SEFOTUR)
"Hola, inversion hotelera en la costa yucateca. Por favor ayúdenme.",Secretaría de Fomento Turístico (SEFOTUR)
estadisticas de llegada de turistas,Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, estadisticas de llegada de turistas, gracias",Secretaría de Fomento Turístico (SEFOTUR)
"Por favor, estadisticas de llegada de turistas",Secretaría de Fomento Turístico (SEFOTUR)
"Por favor, estadisticas de llegada de turistas, gracias",Secretaría de Fomento Turístico (SEFOTUR)
alambre de puas subsidiado peso a peso,Secretaría de Desarrollo Rural (SEDER)
"alambre de puas subsidiado peso a peso, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, alambre de puas subsidiado peso a peso",Secretaría de Desarrollo Rural (SEDER)
"Buen día, alambre de puas subsidiado peso a peso, gracias",Secretaría de Desarrollo Rural (SEDER)
machetes y limas a mitad de precio,Secretaría de Desarrollo Rural (SEDER)
"machetes, limas a mitad de precio",Secretaría de Desarrollo Rural (SEDER)
"Buen día, machetes y limas a mitad de precio. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, limas a mitad de precio, machetes.",Secretaría de Desarrollo Rural (SEDER)
herbicida para la milpa apoyo,Secretaría de Desarrollo Rural (SEDER)
"Hola, herbicida para la milpa apoyo.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, herbicida para la milpa apoyo.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, herbicida para la milpa apoyo. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
fertilizante 18-46-00 barato,Secretaría de Desarrollo Rural (SEDER)
"Buen día, fertilizante 18-46-00 barato.",Secretaría de Desarrollo Rural (SEDER)
fertilizante 18-46-00 barato.,Secretaría de Desarrollo Rural (SEDER)
"Por favor, fertilizante 18-46-00 barato.",Secretaría de Desarrollo Rural (SEDER)
perforacion de pozo agricola apoyo,Secretaría de Desarrollo Rural (SEDER)
"Por favor, perforacion de pozo agricola apoyo. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, perforacion de pozo agricola apoyo. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, perforacion de pozo agricola apoyo",Secretaría de Desarrollo Rural (SEDER)
paneles solares para bombeo de agua en rancho,Secretaría de Desarrollo Rural (SEDER)
paneles solares para bombeo de agua en rancho.,Secretaría de Desarrollo Rural (SEDER)
"Buen día, paneles solares para bombeo de agua en rancho.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, paneles solares para bombeo de agua en rancho",Secretaría de Desarrollo Rural (SEDER)
tractor agricola financiamiento,Secretaría de Desarrollo Rural (SEDER)
"Hola, tractor agricola financiamiento.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, tractor agricola financiamiento.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, tractor agricola financiamiento. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
cajas de abejas con subsidio,Secretaría de Desarrollo Rural (SEDER)
"Buen día, cajas de abejas con subsidio. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, cajas de abejas con subsidio, gracias",Secretaría de Desarrollo Rural (SEDER)
"cajas de abejas con subsidio, gracias",Secretaría de Desarrollo Rural (SEDER)
azucar para apicultores en epoca de sequia,Secretaría de Desarrollo Rural (SEDER)
"azucar para apicultores en epoca de sequia, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, azucar para apicultores en epoca de sequia. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, azucar para apicultores en epoca de sequia.",Secretaría de Desarrollo Rural (SEDER)
abejas reina mejoradas geneticamente,Secretaría de Desarrollo Rural (SEDER)
"Por favor, abejas reina mejoradas geneticamente. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, abejas reina mejoradas geneticamente.",Secretaría de Desarrollo Rural (SEDER)
abejas reina mejoradas geneticamente.,Secretaría de Desarrollo Rural (SEDER)
toro semental beefmaster apoyo,Secretaría de Desarrollo Rural (SEDER)
"Buen día, toro semental beefmaster apoyo. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, toro semental beefmaster apoyo, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, toro semental beefmaster apoyo, gracias",Secretaría de Desarrollo Rural (SEDER)
novillonas para repoblar hato,Secretaría de Desarrollo Rural (SEDER)
"Buen día, novillonas para repoblar hato. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, novillonas para repoblar hato",Secretaría de Desarrollo Rural (SEDER)
"Por favor, novillonas para repoblar hato.",Secretaría de Desarrollo Rural (SEDER)
maquinaria para arreglar camino sacacosechas,Secretaría de Desarrollo Rural (SEDER)
"Buen día, maquinaria para arreglar camino sacacosechas. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"maquinaria para arreglar camino sacacosechas, gracias",Secretaría de Desarrollo Rural (SEDER)
"Hola, maquinaria para arreglar camino sacacosechas",Secretaría de Desarrollo Rural (SEDER)
camino blanco intransitable ayuda,Secretaría de Desarrollo Rural (SEDER)
"Buen día, camino blanco intransitable ayuda",Secretaría de Desarrollo Rural (SEDER)
"Buen día, camino blanco intransitable asistencia, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, camino blanco intransitable ayuda. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
pollitos de doble pechuga apoyo,Secretaría de Desarrollo Rural (SEDER)
"Buen día, pollitos de doble pechuga apoyo, gracias",Secretaría de Desarrollo Rural (SEDER)
"pollitos de doble pechuga apoyo, gracias",Secretaría de Desarrollo Rural (SEDER)
"Por favor, pollitos de doble pechuga apoyo, gracias",Secretaría de Desarrollo Rural (SEDER)
semillas de hortalizas para traspatio,Secretaría de Desarrollo Rural (SEDER)
"Por favor, semillas de hortalizas para traspatio.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, semillas de hortalizas para traspatio. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, semillas de hortalizas para traspatio, gracias",Secretaría de Desarrollo Rural (SEDER)
hilo de hamaca para artesanas,Secretaría de Desarrollo Rural (SEDER)
"Buen día, hilo de hamaca para artesanas",Secretaría de Desarrollo Rural (SEDER)
"Hola, hilo de hamaca para artesanas. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Por favor, hilo de hamaca para artesanas.",Secretaría de Desarrollo Rural (SEDER)
maquina de coser recta industrial apoyo,Secretaría de Desarrollo Rural (SEDER)
maquina de coser recta industrial apoyo. Por favor ayúdenme.,Secretaría de Desarrollo Rural (SEDER)
"Buen día, maquina de coser recta industrial apoyo. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, maquina de coser recta industrial apoyo.",Secretaría de Desarrollo Rural (SEDER)
quiero adoptar un arbol nativo,Secretaría de Desarrollo Sustentable (SDS)
busco adoptar un arbol nativo,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, quiero adoptar un arbol nativo, gracias",Secretaría de Desarrollo Sustentable (SDS)
me gustaría adoptar un arbol nativo. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
donacion de plantas de Ramon y Balche,Secretaría de Desarrollo Sustentable (SDS)
"donacion de plantas de Ramon, Balche",Secretaría de Desarrollo Sustentable (SDS)
donacion de plantas de Ramon y Balche.,Secretaría de Desarrollo Sustentable (SDS)
"Hola, donacion de plantas de Ramon, Balche. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
apoyo para vivero forestal comunitario,Secretaría de Desarrollo Sustentable (SDS)
"Hola, apoyo para vivero forestal comunitario.",Secretaría de Desarrollo Sustentable (SDS)
apoyo para vivero forestal comunitario. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
"Hola, apoyo para vivero forestal comunitario",Secretaría de Desarrollo Sustentable (SDS)
proyecto de reforestacion urbana,Secretaría de Desarrollo Sustentable (SDS)
"Hola, proyecto de reforestacion urbana.",Secretaría de Desarrollo Sustentable (SDS)
proyecto de reforestacion urbana.,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, proyecto de reforestacion urbana.",Secretaría de Desarrollo Sustentable (SDS)
donde reciclar aceite de cocina usado,Secretaría de Desarrollo Sustentable (SDS)
"Hola, donde reciclar aceite de cocina usado. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"donde reciclar aceite de cocina usado, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, donde reciclar aceite de cocina usado. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
reciclaton de electronicos fechas,Secretaría de Desarrollo Sustentable (SDS)
"Hola, reciclaton de electronicos fechas. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, reciclaton de electronicos fechas.",Secretaría de Desarrollo Sustentable (SDS)
reciclaton de electronicos fechas. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
platicas de cuidado del agua para niños,Secretaría de Desarrollo Sustentable (SDS)
"Por favor, platicas de cuidado del agua para niños",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, platicas de cuidado del agua para niños. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Hola, platicas de cuidado del agua para niños, gracias",Secretaría de Desarrollo Sustentable (SDS)
certificacion escuela verde,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, certificacion escuela verde. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, certificacion escuela verde, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, certificacion escuela verde.",Secretaría de Desarrollo Sustentable (SDS)
entrada al parque metropolitano del sur,Secretaría de Desarrollo Sustentable (SDS)
"Hola, entrada al parque metropolitano del sur, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Buen día, entrada al parque metropolitano del sur, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Por favor, entrada al parque metropolitano del sur. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
concurso de cortometraje transparencia en corto,Secretaría Anticorrupción y Buen Gobierno
"Buen día, concurso de cortometraje transparencia en corto, gracias",Secretaría Anticorrupción y Buen Gobierno
"Hola, concurso de cortometraje transparencia en corto.",Secretaría Anticorrupción y Buen Gobierno
"Buen día, concurso de cortometraje transparencia en corto. Por favor ayúdenme.",Secretaría Anticorrupción y Buen Gobierno
premio estatal de contraloria social inscripcion,Secretaría Anticorrupción y Buen Gobierno
"Hola, premio estatal de contraloria social inscripcion",Secretaría Anticorrupción y Buen Gobierno
"premio estatal de contraloria social inscripcion, gracias",Secretaría Anticorrupción y Buen Gobierno
"Buen día, premio estatal de contraloria social inscripcion",Secretaría Anticorrupción y Buen Gobierno
quiero vigilar que no roben en la obra de mi calle,Secretaría Anticorrupción y Buen Gobierno
"Buen día, quiero vigilar que no roben en la obra de mi calle",Secretaría Anticorrupción y Buen Gobierno
"Por favor, quiero vigilar que no roben en la obra de mi calle",Secretaría Anticorrupción y Buen Gobierno
busco vigilar que no roben en la obra de mi calle. Por favor ayúdenme.,Secretaría Anticorrupción y Buen Gobierno
comite de contraloria social requisitos,Secretaría Anticorrupción y Buen Gobierno
"Buen día, comite de contraloria social requisitos.",Secretaría Anticorrupción y Buen Gobierno
"Hola, comite de contraloria social requisitos. Por favor ayúdenme.",Secretaría Anticorrupción y Buen Gobierno
"Por favor, comite de contraloria social requisitos, gracias",Secretaría Anticorrupción y Buen Gobierno
denunciar funcionario corrupto anonimo,Secretaría Anticorrupción y Buen Gobierno
"Buen día, denunciar funcionario corrupto anonimo",Secretaría Anticorrupción y Buen Gobierno
denunciar funcionario corrupto anonimo.,Secretaría Anticorrupción y Buen Gobierno
"Hola, denunciar funcionario corrupto anonimo",Secretaría Anticorrupción y Buen Gobierno
beca para estudiar posgrado en el extranjero,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, beca para estudiar posgrado en el extranjero, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, beca para estudiar posgrado en el extranjero, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, beca para estudiar posgrado en el extranjero. Por favor ayúdenme.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
estancia de verano cientifico en estados unidos,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
estancia de verano cientifico en estados unidos.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
estancia de verano cientifico en estados unidos. Por favor ayúdenme.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, estancia de verano cientifico en estados unidos. Por favor ayúdenme.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
agenda estatal de ingles movilidad internacional,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, agenda estatal de ingles movilidad internacional","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, agenda estatal de ingles movilidad internacional, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, agenda estatal de ingles movilidad internacional.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
apoyo para maestria en ciencias conahcyt,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, apoyo para maestria en ciencias conahcyt. Por favor ayúdenme.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, apoyo para maestria en ciencias conahcyt.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, apoyo para maestria en ciencias conahcyt, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
programa savia para niños talento,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, programa savia para niños talento.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
programa savia para niños talento.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
recursos para equipar laboratorio de biotecnologia,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"recursos para equipar laboratorio de biotecnologia, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
recursos para equipar laboratorio de biotecnologia. Por favor ayúdenme.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, recursos para equipar laboratorio de biotecnologia, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
divulgacion cientifica en municipios,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, divulgacion cientifica en municipios.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, divulgacion cientifica en municipios.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, divulgacion cientifica en municipios.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
beca para escribir una novela pecda,Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, beca para escribir una novela pecda",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, beca para escribir una novela pecda.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, beca para escribir una novela pecda. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
financiamiento para exposicion de pintura,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, financiamiento para exposicion de pintura. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, financiamiento para exposicion de pintura",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, financiamiento para exposicion de pintura",Secretaría de la Cultura y las Artes (SEDECULTA)
apoyo para grupo de teatro regional,Secretaría de la Cultura y las Artes (SEDECULTA)
apoyo para grupo de teatro regional. Por favor ayúdenme.,Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, apoyo para grupo de teatro regional",Secretaría de la Cultura y las Artes (SEDECULTA)
"apoyo para grupo de teatro regional, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
rescate de musica maya pax,Secretaría de la Cultura y las Artes (SEDECULTA)
"rescate de musica maya pax, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
rescate de musica maya pax. Por favor ayúdenme.,Secretaría de la Cultura y las Artes (SEDECULTA)
rescate de musica maya pax.,Secretaría de la Cultura y las Artes (SEDECULTA)
instrumentos para charanga tradicional,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, instrumentos para charanga tradicional",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, instrumentos para charanga tradicional. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, instrumentos para charanga tradicional. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
convocatoria pacmyc culturas populares,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, convocatoria pacmyc culturas populares",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, convocatoria pacmyc culturas populares, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"convocatoria pacmyc culturas populares, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
recursos para mantenimiento de museo privado,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, recursos para mantenimiento de museo privado.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, recursos para mantenimiento de museo privado, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, recursos para mantenimiento de museo privado, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
premio medalla yucatan convocatoria,Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, premio medalla yucatan convocatoria.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, premio medalla yucatan convocatoria. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
premio medalla yucatan convocatoria. Por favor ayúdenme.,Secretaría de la Cultura y las Artes (SEDECULTA)
cuando depositan el dinero de la veda,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, cuando depositan el dinero de la veda",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"cuando depositan el dinero de la veda, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, cuando depositan el dinero de la veda",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
soy filetero y no sali en la lista de la veda,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, soy filetero y no sali en la lista de la veda.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, soy filetero, no sali en la lista de la veda. Por favor ayúdenme.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"soy filetero, no sali en la lista de la veda",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
pago bimestral respeto la veda,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, pago bimestral respeto la veda.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, pago bimestral respeto la veda, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, pago bimestral respeto la veda",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
motor para lancha peso a peso,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"motor para lancha peso a peso, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, motor para lancha peso a peso.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
